yarn_id,num_fibers,animal_fiber_list,fiber_type_id_list,fiber_type_name_list,synthetic_list,vegetable_list,fiber_pct_list,fiber_id_list,company_permalink,company_name,weight_name,discontinued,machine_washable,yarn_name,organic,permalink,rating_avg,rating_ct,rating_tot,texture,company_id,weight_id,num_stashes,num_projects,num_comments
48797,3,"1, -1, 1","[13, 5, 3]","[Cashmere, Acrylic, Wool]","-1, 1, -1","-1, -1, -1","[6, 25, 67]","[59033, 59032, 59031]",gepard-garn,Gepard Garn,Light Fingering,FALSE,TRUE,Cash Sock,FALSE,gepard-garn-cash-sock,4.03,38,153,smooth,4044,13,122,198,1
76718,3,"1, 1, 1","[13, 3, 9]","[Cashmere, Wool, Silk]","-1, -1, -1","-1, -1, -1","[5, 35, 60]","[156944, 156943, 156945]",fulcrum-wool-company-limited,Fulcrum Wool Company Limited,Light Fingering,FALSE,FALSE,Staywise Baby,FALSE,fulcrum-wool-company-limited-staywise-baby,3.96,28,111,"soft, shiny",7795,13,322,163,3
60887,3,"-1, -1, -1","[21, 2, 1]","[Other, Nylon, Cotton]","-1, 1, -1","-1, -1, 1","[3, 18, 79]","[132540, 132539, 76184]",wolle-rodel,Wolle Rödel,Light Fingering,FALSE,TRUE,Cotton Stretch,,wolle-rodel-cotton-stretch,4.25,65,276,plied,578,13,183,339,2
42719,3,"-1, -1, 1","[2, 22, 24]","[Nylon, Bamboo, Merino]","1, -1, -1","-1, 1, -1","[25, 25, 50]","[51075, 51077, 51076]",premier-yarns,Premier Yarns,Light Fingering,FALSE,TRUE,Deborah Norville Serenity Sock Weight Prints (Merino/Bamboo blend),,premier-yarns-deborah-norville-serenity-sock-weight-prints-merino-bamboo-blend,4.02,3026,12164,Plied,3155,13,13217,17563,120
51129,3,"-1, -1, 1","[2, 22, 24]","[Nylon, Bamboo, Merino]","1, -1, -1","-1, 1, -1","[25, 25, 50]","[62227, 62228, 62229]",online,ONline,Light Fingering,FALSE,TRUE,Supersocke 100 Emotion II-Color,FALSE,online-supersocke-100-emotion-ii-color,4.29,42,180,Plied,534,13,126,147,2
102561,3,"-1, -1, 1","[22, 2, 24]","[Bamboo, Nylon, Merino]","-1, 1, -1","1, -1, -1","[25, 25, 50]","[200231, 200232, 200230]",premier-yarns,Premier Yarns,Light Fingering,FALSE,TRUE,Deborah Norville Serenity Sock Weight Solids,,premier-yarns-deborah-norville-serenity-sock-weight-solids,4.09,559,2284,plied,3155,13,2759,4018,8
104503,3,"-1, -1, 1","[2, 22, 24]","[Nylon, Bamboo, Merino]","1, -1, -1","-1, 1, -1","[25, 25, 50]","[203477, 203478, 203479]",wisdom-yarns,Wisdom Yarns,Light Fingering,FALSE,TRUE,Saki Bamboo Multis,,wisdom-yarns-saki-bamboo-multis,4.34,65,282,plied,367,13,258,288,6
26764,3,"-1, 1, 1","[22, 24, 14]","[Bamboo, Merino, Alpaca]","-1, -1, -1","1, -1, -1","[20, 30, 50]","[30108, 30109, 30107]",the-fibre-company,The Fibre Company,Light Fingering,FALSE,FALSE,Canopy Fingering,FALSE,the-fibre-company-canopy-fingering,4.67,677,3161,Plied,227,13,2646,2511,18
31559,3,"1, -1, 1","[9, 2, 3]","[Silk, Nylon, Wool]","-1, 1, -1","-1, -1, -1","[20, 25, 55]","[36386, 36384, 36385]",lang-yarns,Lang Yarns,Light Fingering,FALSE,TRUE,Jawoll Silk,FALSE,lang-yarns-jawoll-silk,4.35,113,492,Plied ,75,13,323,337,6
105681,3,"1, -1, 1","[9, 2, 24]","[Silk, Nylon, Merino]","-1, 1, -1","-1, -1, -1","[20, 25, 55]","[205481, 205480, 205479]",wisdom-yarns,Wisdom Yarns,Light Fingering,FALSE,TRUE,Saki Silk,FALSE,wisdom-yarns-saki-silk,4.41,59,260,plied,367,13,251,210,3
115474,3,"1, 1, 1","[14, 9, 24]","[Alpaca, Silk, Merino]","-1, -1, -1","-1, -1, -1","[20, 20, 60]","[222111, 222112, 222110]",mirasol-yarn,Mirasol Yarn,Light Fingering,FALSE,,Sulka Legato,,mirasol-yarn-sulka-legato,4.7,172,809,,3754,13,823,615,4
51063,3,"1, -1, -1","[3, 2, 5]","[Wool, Nylon, Acrylic]","-1, 1, 1","-1, -1, -1","[18, 29, 53]","[62112, 62111, 62113]",phildar,Phildar,Light Fingering,FALSE,TRUE,Phil Light ,,phildar-phil-light,3.41,219,746,"plied, fluffy",221,13,699,1168,1
110064,3,"1, 1, 1","[13, 24, 9]","[Cashmere, Merino, Silk]","-1, -1, -1","-1, -1, -1","[16, 36, 48]","[212888, 212887, 212886]",shibui-knits,Shibui Knits,Light Fingering,FALSE,,Pebble,,shibui-knits-pebble,4.69,323,1516,,488,13,1440,1333,14
16097,3,"1, 1, 1","[9, 24, 25]","[Silk, Merino, Qiviut]","-1, -1, -1","-1, -1, -1","[10, 45, 45]","[16938, 16939, 16940]",windy-valley-muskox,Windy Valley Muskox,Light Fingering,FALSE,,Qiviut Luxury Blend,,windy-valley-muskox-qiviut-luxury-blend,4.83,105,507,Plied,413,13,392,283,2
77050,3,"1, 1, 1","[13, 9, 14]","[Cashmere, Silk, Alpaca]","-1, -1, -1","-1, -1, -1","[10, 20, 70]","[157517, 157516, 157515]",lioness-arts,Lioness Arts,Light Fingering,FALSE,FALSE,Exquisite Sock,FALSE,lioness-arts-exquisite-sock,4.95,42,208,,9947,13,267,137,1
83978,3,"1, 1, 1","[9, 13, 24]","[Silk, Cashmere, Merino]","-1, -1, -1","-1, -1, -1","[10, 15, 75]","[169440, 169439, 169438]",zen-yarn-garden,Zen Yarn Garden,Light Fingering,FALSE,TRUE,Serenity Silk +,,zen-yarn-garden-serenity-silk-,4.82,146,703,,562,13,825,481,7
59447,3,"-1, 1, 1","[2, 13, 24]","[Nylon, Cashmere, Merino]","1, -1, -1","-1, -1, -1","[10, 10, 80]","[74136, 74137, 74138]",anzula,Anzula,Light Fingering,FALSE,TRUE,Cloud,,anzula-cloud,4.76,324,1542,"plied, smooth",4286,13,1421,1122,15
41555,3,"1, 1, -1","[3, 7, 5]","[Wool, Mohair, Acrylic]","-1, -1, 1","-1, -1, -1","[10, 10, 80]","[49446, 49448, 49447]",alize,Alize,Light Fingering,FALSE,FALSE,Angora Gold Batik ,FALSE,alize-angora-gold-batik,3.9,143,557,Plied ,398,13,360,892,6
64030,3,"1, 1, -1","[7, 3, 5]","[Mohair, Wool, Acrylic]","-1, -1, 1","-1, -1, -1","[10, 10, 80]","[135659, 135660, 135658]",patons-north-america,Patons North America,Light Fingering,FALSE,TRUE,Lace,,patons-north-america-lace,3.94,1275,5025,"Plied, fuzzy",45,13,3928,6206,52
65315,3,"1, -1, 1","[13, 2, 24]","[Cashmere, Nylon, Merino]","-1, 1, -1","-1, -1, -1","[10, 10, 80]","[137701, 137702, 137700]",fiber-optic-yarns,Fiber Optic Yarns,Light Fingering,FALSE,,Kashmir,,fiber-optic-yarns-kashmir,4.78,150,717,plied,5305,13,973,545,4
60529,3,"-1, 1, 1","[2, 13, 24]","[Nylon, Cashmere, Merino]","1, -1, -1","-1, -1, -1","[10, 10, 80]","[75714, 75715, 75716]",solstice,solstice,Light Fingering,FALSE,TRUE,luna sock,FALSE,solstice-luna-sock,4.83,52,251,,7739,13,241,172,3
10097,2,"1, -1","[24, 28]","[Merino, Tencel]","-1, -1","-1, 1","[None, None]","[11074, 11075]",spinning-bunny,Spinning Bunny,Light Fingering,FALSE,TRUE,Merino/Tencel Hand Dyed Yarn (WOODY),,spinning-bunny-merino-tencel-hand-dyed-yarn-woody,4.02,41,165,smooth and some shine,4287,13,173,141,5
97827,2,"-1, -1","[6, 5]","[Polyester, Acrylic]","1, 1","-1, -1","[7, 93]","[192327, 192326]",premier-yarns,Premier Yarns,Light Fingering,FALSE,TRUE,Wool Free Sock,,premier-yarns-wool-free-sock,4.24,174,737,plied ,3155,13,899,885,10
66502,2,"1, 1","[9, 24]","[Silk, Merino]","-1, -1","-1, -1","[50, 50]","[139668, 139669]",juliespins,JulieSpins,Light Fingering,FALSE,,Silky 435,,juliespins-silky-435,4.81,95,457,plied ,5739,13,767,254,2
112916,2,"1, -1","[24, 1]","[Merino, Cotton]","-1, -1","-1, 1","[50, 50]","[217779, 217780]",garnudsalg,Garnudsalg,Light Fingering,FALSE,,Blackhill Uld&Bomuld,,garnudsalg-blackhill-uldbomuld,4.48,56,251,plied,9170,13,380,545,1
129252,2,"-1, -1","[1, 5]","[Cotton, Acrylic]","-1, 1","1, -1","[50, 50]","[245590, 245591]",lady-dees,Lady Dee's,Light Fingering,FALSE,,Traumwolle Lace,,lady-dees-traumwolle-lace,4.65,26,121,plied ,14024,13,202,205,12
11885,2,"1, -1","[24, 28]","[Merino, Tencel]","-1, -1","-1, 1","[50, 50]","[12719, 12720]",chameleon-colorworks,Chameleon Colorworks,Light Fingering,FALSE,TRUE,Twinkle Toes,FALSE,chameleon-colorworks-twinkle-toes,4.3,50,215,smooth & silky,1445,13,268,164,3
41029,2,"1, 1","[25, 9]","[Qiviut, Silk]","-1, -1","-1, -1","[50, 50]","[48717, 48718]",windy-valley-muskox,Windy Valley Muskox,Light Fingering,FALSE,,Qiviut Royal Blend,,windy-valley-muskox-qiviut-royal-blend,4.88,52,254,plied,413,13,233,170,1
99615,2,"1, 1","[9, 3]","[Silk, Wool]","-1, -1","-1, -1","[45, 55]","[195365, 195364]",posh-yarn,Posh Yarn,Light Fingering,FALSE,,Gretchen Heavy Lace,,posh-yarn-gretchen-heavy-lace,4.85,61,296,,229,13,457,186,2
1693,2,"-1, -1","[5, 2]","[Acrylic, Nylon]","1, 1","-1, -1","[45, 55]","[2787, 2786]",sirdar,Sirdar,Light Fingering,FALSE,TRUE,Snuggly 3 Ply,FALSE,sirdar-snuggly-3-ply,3.94,50,197,plied,14,13,175,197,4
83741,2,"-1, 1","[1, 24]","[Cotton, Merino]","-1, -1","1, -1","[45, 55]","[169019, 169018]",holst-garn,Holst Garn,Light Fingering,FALSE,TRUE,Coast - Uld/Bomuld,,holst-garn-coast---uld-bomuld,4.58,904,4139,Plied,6669,13,5738,5274,10
19389,2,"1, 1","[9, 13]","[Silk, Cashmere]","-1, -1","-1, -1","[35, 65]","[20769, 20770]",handmaiden-fine-yarn,Handmaiden Fine Yarn,Light Fingering,FALSE,FALSE,Cashmere and Silk,FALSE,handmaiden-fine-yarn-cashmere-and-silk,4.84,154,746,Plied,426,13,501,437,4
40333,2,"-1, 1","[22, 24]","[Bamboo, Merino]","-1, -1","1, -1","[35, 65]","[47868, 47869]",scarlet-fleece,Scarlet Fleece,Light Fingering,FALSE,TRUE,Grassy Wool,,scarlet-fleece-grassy-wool,4.38,47,206,plied ,1164,13,224,161,1
9334,2,"1, 1","[9, 24]","[Silk, Merino]","-1, -1","-1, -1","[35, 65]","[10395, 10396]",designclubdk,Design.club.dk,Light Fingering,FALSE,FALSE,Duo Silke/Merino,FALSE,designclubdk-duo-silke-merino,4.67,101,472,Plied,3817,13,256,658,4
33639,2,"-1, 1","[22, 24]","[Bamboo, Merino]","-1, -1","1, -1","[35, 65]","[39058, 39059]",knitting-notions,Knitting Notions,Light Fingering,FALSE,TRUE,Classic Merino Bamboo,FALSE,knitting-notions-classic-merino-bamboo,4.62,55,254,smooth 3ply ,542,13,214,184,4
27961,2,"1, 1","[9, 24]","[Silk, Merino]","-1, -1","-1, -1","[30, 70]","[31628, 31629]",karabella-yarns,Karabella Yarns,Light Fingering,FALSE,FALSE,Lace Merino Silk,FALSE,karabella-lace-merino-silk,4.44,50,222,,6,13,181,197,2
22116,2,"-1, 1","[2, 3]","[Nylon, Wool]","1, -1","-1, -1","[30, 70]","[24313, 24314]",noro,Noro,Light Fingering,FALSE,,Kureyon Sock,,noro-kureyon-sock,3.7,4538,16812,singles,15,13,14178,19574,141
67316,2,"-1, -1","[2, 5]","[Nylon, Acrylic]","1, 1","-1, -1","[30, 70]","[141008, 141007]",patons-north-america,Patons North America,Light Fingering,FALSE,TRUE,Beehive Baby Fingering,FALSE,patons-beehive-baby-fingering,3.71,38,141,plied,45,13,90,174,1
59814,2,"1, -1","[9, 19]","[Silk, Plant fiber]","-1, -1","-1, 1","[30, 70]","[74644, 74645]",pierrot-yarns,Pierrot Yarns,Light Fingering,FALSE,FALSE,Soft Silk Ramie,FALSE,pierrot-yarns-soft-silk-ramie,4.53,36,163,plied,7198,13,206,171,1
27120,2,"-1, 1","[5, 7]","[Acrylic, Mohair]","1, -1","-1, -1","[30, 70]","[30610, 30611]",yarnart,YarnArt,Light Fingering,FALSE,FALSE,Angora de Luxe,FALSE,yarnart-angora-de-luxe,3.71,59,219,Plied,1172,13,96,425,2
89843,2,"1, 1","[9, 24]","[Silk, Merino]","-1, -1","-1, -1","[30, 70]","[179308, 179307]",walkcollection,WalkCollection,Light Fingering,FALSE,FALSE,Delicate Silk,FALSE,walkcollection-delicate-silk,4.96,69,342,,8856,13,392,218,1
7345,2,"-1, 1","[2, 7]","[Nylon, Mohair]","1, -1","-1, -1","[30, 70]","[8634, 8635]",bollicine,Bollicine,Light Fingering,FALSE,FALSE,Sissi,FALSE,bollicine-sissi,4.14,44,182,Fluffy mohair,1484,13,295,168,2
66761,2,"-1, 1","[2, 3]","[Nylon, Wool]","1, -1","-1, -1","[25, 75]","[140101, 140100]",zettl,Zettl,Light Fingering,FALSE,TRUE,Cesana,FALSE,zettl-cesana,3.35,55,184,plied,1198,13,315,345,5
36227,2,"-1, 1","[2, 24]","[Nylon, Merino]","1, -1","-1, -1","[25, 75]","[42159, 45234]",black-trillium-fibre-studio,Black Trillium Fibre Studio,Light Fingering,FALSE,TRUE,Merilon Sock,,black-trillium-fibre-studio-merilon-sock,4.76,150,714,plied ,5702,13,847,578,8
86064,2,"-1, 1","[2, 3]","[Nylon, Wool]","1, -1","-1, -1","[25, 75]","[172965, 172964]",marigoldjen-yarns,Marigoldjen Yarns,Light Fingering,FALSE,FALSE,BFL/Nylon Sock ,FALSE,marigoldjen-yarns-bfl-nylon-sock,4.69,45,211,"plied, smooth",6319,13,297,190,1
109258,2,"-1, 1","[2, 24]","[Nylon, Merino]","1, -1","-1, -1","[25, 75]","[211462, 211461]",leading-men-fiber-arts,Leading Men Fiber Arts,Light Fingering,FALSE,TRUE,Show Stopper,,leading-men-fiber-arts-show-stopper,4.83,102,493,plied,13391,13,800,423,4
108838,2,"-1, 1","[2, 24]","[Nylon, Merino]","1, -1","-1, -1","[25, 75]","[210717, 210718]",must-stash-yarn--fiber,Must Stash Yarn & Fiber,Light Fingering,FALSE,,Perfect Sock,,must-stash-yarn--fiber-perfect-sock,4.87,218,1061,4 ply,13344,13,1955,1057,4
135035,2,"-1, 1","[2, 24]","[Nylon, Merino]","1, -1","-1, -1","[25, 75]","[254978, 254977]",coopknits,CoopKnits ,Light Fingering,FALSE,TRUE,Socks Yeah!,,coopknits-socks-yeah,4.62,74,342,plied ,16385,13,781,278,1
112957,2,"-1, 1","[2, 3]","[Nylon, Wool]","1, -1","-1, -1","[25, 75]","[217841, 217840]",plymouth-yarn,Plymouth Yarn,Light Fingering,FALSE,TRUE,Neon Now,FALSE,plymouth-yarn-neon-now,4.16,155,645,,87,13,850,765,8
61018,2,"-1, 1","[2, 24]","[Nylon, Merino]","1, -1","-1, -1","[25, 75]","[76374, 76375]",marigoldjen-yarns,Marigoldjen Yarns,Light Fingering,FALSE,TRUE,Superwash Merino/Nylon Sock Yarn,FALSE,marigoldjen-yarns-superwash-merino-nylon-sock-yarn,4.91,47,231,plied,6319,13,402,156,2
21216,2,"-1, 1","[2, 3]","[Nylon, Wool]","1, -1","-1, -1","[25, 75]","[23108, 23107]",zitron,Zitron,Light Fingering,FALSE,TRUE,Trekking Hand Art,,zitron-trekking-hand-art,4.29,1040,4463,plied  ,104,13,3963,4360,22
99288,2,"-1, 1","[2, 3]","[Nylon, Wool]","1, -1","-1, -1","[25, 75]","[194804, 194803]",trailing-clouds,Trailing Clouds,Light Fingering,FALSE,TRUE,Nimbus Self Striping Sock,,trailing-clouds-nimbus-self-striping-sock,4.82,223,1075,plied,12347,13,1014,742,5
39941,2,"-1, 1","[2, 3]","[Nylon, Wool]","1, -1","-1, -1","[25, 75]","[55391, 47356]",spinning-martha,Spinning Martha,Light Fingering,FALSE,,hand-dyed sockyarn,,spinning-martha-hand-dyed-sockyarn,4.68,44,206,plied,5996,13,141,163,1
58375,2,"-1, 1","[2, 24]","[Nylon, Merino]","1, -1","-1, -1","[25, 75]","[72577, 72578]",abi-grasso,Abi Grasso,Light Fingering,FALSE,TRUE,Watermelon Self Striping Sock Yarn With Seeds,,abi-grasso-watermelon-self-striping-sock-yarn-with-seeds,4.85,170,824,plied,8002,13,520,534,20
16990,2,"-1, 1","[2, 3]","[Nylon, Wool]","1, -1","-1, -1","[25, 75]","[17860, 17861]",dgb,DGB,Light Fingering,FALSE,TRUE,Confetti 100 Superwash,FALSE,dgb-confetti-100-superwash,4.06,72,292,plied,434,13,234,329,1
53800,2,"-1, 1","[2, 24]","[Nylon, Merino]","1, -1","-1, -1","[25, 75]","[66186, 66187]",string-theory-colorworks,String Theory Colorworks,Light Fingering,FALSE,TRUE,Entanglement Self Striping,,string-theory-colorworks-entanglement-self-striping,4.68,98,459,Plied,7482,13,895,395,2
32611,2,"-1, 1","[2, 24]","[Nylon, Merino]","1, -1","-1, -1","[25, 75]","[152898, 37809]",destination-yarn,Destination Yarn,Light Fingering,FALSE,TRUE,Sock Yarn Postcard,FALSE,destination-yarn-sock-yarn-postcard,4.69,59,277,smooth,5322,13,321,248,1
108491,2,"-1, 1","[2, 3]","[Nylon, Wool]","1, -1","-1, -1","[25, 75]","[210141, 210140]",bergere-de-france,Bergère de France,Light Fingering,FALSE,TRUE,Goomy 50,FALSE,bergere-de-france-goomy-50,4.27,117,500,Plied,587,13,551,586,4
95911,2,"1, 1","[9, 3]","[Silk, Wool]","-1, -1","-1, -1","[20, 80]","[189287, 189286]",louisa-harding,Louisa Harding,Light Fingering,FALSE,,Amitola,,louisa-harding-amitola,4.32,478,2067,singles,283,13,1786,1811,21
84090,2,"1, -1","[24, 21]","[Merino, Other]","-1, -1","-1, -1","[20, 80]","[169638, 169637]",anzula,Anzula,Light Fingering,FALSE,TRUE,Milky Way,,anzula-milky-way,4.36,70,305,"plied, smooth",4286,13,337,256,4
65294,2,"-1, 1","[2, 24]","[Nylon, Merino]","1, -1","-1, -1","[20, 80]","[137665, 137664]",the-woolen-rabbit,The Woolen Rabbit,Light Fingering,FALSE,TRUE,Pearl,FALSE,the-woolen-rabbit-pearl,4.77,69,329,springy and soft,437,13,231,204,1
58663,2,"-1, 1","[2, 24]","[Nylon, Merino]","1, -1","-1, -1","[20, 80]","[253082, 72976]",fresh-from-the-cauldron,Fresh From the Cauldron,Light Fingering,FALSE,TRUE,SW Stripe,,fresh-from-the-cauldron-sw-stripe,4.89,35,171,2 ply,4928,13,601,180,2
83559,2,"-1, 1","[2, 3]","[Nylon, Wool]","1, -1","-1, -1","[20, 80]","[168716, 168715]",knit-one-crochet-too,"Knit One, Crochet Too",Light Fingering,FALSE,TRUE,Ty-Dy Sock Skinny Stripes,FALSE,knit-one-crochet-too-ty-dy-sock-skinny-stripes,4.04,47,190,plied,9,13,192,151,2
21234,2,"-1, 1","[2, 7]","[Nylon, Mohair]","1, -1","-1, -1","[20, 80]","[23133, 23134]",mondial,Mondial,Light Fingering,FALSE,,Prestigio ,,mondial-prestigio,4.22,64,270,"plied, fuzzy",98,13,159,202,1
601,2,"-1, 1","[2, 7]","[Nylon, Mohair]","1, -1","-1, -1","[20, 80]","[1027, 1026]",filatura-di-crosa,Filatura Di Crosa,Light Fingering,FALSE,,Golden Line Baby Kid Extra Solid,,filatura-di-crosa-golden-line-baby-kid-extra-solid,4.1,181,743,,35,13,808,701,3
69583,2,"-1, 1","[2, 24]","[Nylon, Merino]","1, -1","-1, -1","[20, 80]","[228569, 144854]",barking-dog,Barking Dog,Light Fingering,FALSE,TRUE,Opposites Attract,,barking-dog-opposites-attract,4.72,137,646,,5638,13,539,510,4
36886,2,"-1, 1","[2, 3]","[Nylon, Wool]","1, -1","-1, -1","[20, 80]","[43042, 43043]",knit-one-crochet-too,"Knit One, Crochet Too",Light Fingering,FALSE,TRUE,Ty-Dy Socks,FALSE,knit-one-crochet-too-ty-dy-socks,4.2,854,3587,smooth,9,13,2891,3122,30
75570,2,"-1, 1","[2, 3]","[Nylon, Wool]","1, -1","-1, -1","[20, 80]","[155027, 155026]",dye-version,Dye-Version,Light Fingering,FALSE,TRUE,BFL Sock,,dye-version-bfl-sock,4.52,31,140,plied,942,13,161,155,2
10949,2,"-1, -1","[6, 4]","[Polyester, Rayon]","1, 1","-1, -1","[20, 80]","[15716, 11852]",twilleys-of-stamford,Twilleys of Stamford,Light Fingering,FALSE,TRUE,Goldfingering,FALSE,twilleys-of-stamford-goldfingering,3.78,86,325,,460,13,372,447,2
10946,2,"-1, 1","[2, 7]","[Nylon, Mohair]","1, -1","-1, -1","[20, 80]","[13107, 11850]",adriafil,Adriafil,Light Fingering,FALSE,,Kid Mohair,,adriafil-kid-mohair,4.12,65,268,Plied,83,13,151,276,1
54431,2,"-1, 1","[2, 3]","[Nylon, Wool]","1, -1","-1, -1","[20, 80]","[68772, 66973]",string-theory-hand-dyed-yarn,String Theory Hand Dyed Yarn,Light Fingering,FALSE,TRUE,Bluestocking,FALSE,string-theory-hand-dyed-yarn-bluestocking,4.69,235,1101,plied,4212,13,771,711,4
107289,2,"-1, 1","[2, 3]","[Nylon, Wool]","1, -1","-1, -1","[15, 85]","[208098, 208097]",john-arbon-textiles,John Arbon Textiles,Light Fingering,FALSE,TRUE,Exmoor Sock ,,john-arbon-textiles-exmoor-sock,4.4,43,189,plied,8783,13,271,165,5
106703,2,"-1, -1","[2, 5]","[Nylon, Acrylic]","1, 1","-1, -1","[15, 85]","[261075, 261074]",loops--threads,Loops & Threads,Light Fingering,FALSE,TRUE,Woolike,,loops--threads-woolike,4.26,785,3343,plied,6806,13,6592,5719,50
91124,2,"1, 1","[14, 24]","[Alpaca, Merino]","-1, -1","-1, -1","[15, 85]","[181520, 181519]",swans-island,Swans Island,Light Fingering,FALSE,,Pure Blends Fingering,TRUE,swans-island-pure-blends-fingering,4.71,76,358,plied,7067,13,276,263,3
60463,2,"1, -1","[9, 1]","[Silk, Cotton]","-1, -1","-1, 1","[10, 90]","[135130, 135129]",pierrot-yarns,Pierrot Yarns,Light Fingering,FALSE,FALSE,Beauty Silk Cotton,FALSE,pierrot-yarns-beauty-silk-cotton,4.44,45,200,plied,7198,13,205,214,1
13882,2,"-1, 1","[2, 3]","[Nylon, Wool]","1, -1","-1, -1","[10, 90]","[137244, 14592]",mackintosh-yarns,MacKintosh Yarns,Light Fingering,FALSE,TRUE,Celtic Sock - Hand-Painted Superwash Sock yarn,FALSE,mackintosh-yarns-celtic-sock---hand-painted-superwash-sock-yarn,4.36,47,205,"soft, springy",2504,13,275,188,1
3372,2,"-1, 1","[2, 3]","[Nylon, Wool]","1, -1","-1, -1","[10, 90]","[157706, 10014]",hill-country-yarns,Hill Country Yarns,Light Fingering,FALSE,TRUE,Sweet Feet,FALSE,hill-country-yarns-sweet-feet,4.15,52,216,Plied,184,13,291,184,2
125213,2,"-1, 1","[2, 24]","[Nylon, Merino]","1, -1","-1, -1","[10, 90]","[238731, 238730]",plymouth-yarn,Plymouth Yarn,Light Fingering,FALSE,TRUE,Happy Feet 100 Splash,,plymouth-yarn-happy-feet-100-splash,4.68,104,487,plied,87,13,608,447,4
129312,2,"-1, -1","[6, 1]","[Polyester, Cotton]","1, -1","-1, 1","[1, 99]","[245686, 245685]",schachenmayr,Schachenmayr,Light Fingering,FALSE,TRUE,Tahiti,,schachenmayr-tahiti,4.54,84,381,plied,13098,13,347,337,2
